variant,id,turnover,etv
Control,4072131,70.0,14.603399991989136
Target,2670569,0.0,0.0
Control,3817214,0.0,0.0
Control,5329891,93.2,14.696600079536438
Target,4069693,50.0,11.43690013885498
Target,508183,0.0,0.0
Control,5345067,0.0,0.0
Target,2737386,0.0,0.0
Control,1471132,194.9999,-51.91270115971565
Control,3433099,100.0,25.5623996257782
Target,3655191,60.0,24.644999504089355
Control,8324398,667.5,162.39790284633636
Target,2203259,150.54,2.038400024175644
Target,7195944,36.5,7.7148999301716685
Target,1911654,0.0,0.0
Target,2721733,0.0,0.0
Control,4767599,0.0,0.0
Target,2501334,0.0,0.0
Target,2705275,943.75,139.70130014419556
Control,3779262,0.0,0.0
Control,4333148,508.0,36.46449947114161
Control,3701411,40.0002,13.788399934768677
Target,2039890,0.0,0.0
Target,3593338,0.0,0.0
Target,6805086,0.0,0.0
Target,1545612,0.0,0.0
Target,2065312,71.9999,20.366599559783936
Target,6476020,0.0,0.0
Target,4488024,0.0,0.0
Control,1152873,0.0,0.0
Target,6621773,0.0,0.0
Target,7283088,0.0,0.0
Control,5463139,10.0,-0.1890999972820282
Control,5527087,150.3267,11.858000200241804
Control,3012543,181.2,3.3910999596118927
Target,7544539,0.0,0.0
Control,6607220,21.0,0.2240999937057495
Control,7983394,90.0004,24.738499760627747
Target,8000742,0.0,0.0
Control,3086063,1174.8904,57.96700048446655
Target,2085953,50.0,17.56379985809326
Target,2173472,186.0,11.41570010781288
Control,8737437,96.79,11.462800167500973
Target,5350501,0.0,0.0
Target,8231147,40.0,4.799400091171265
Target,4160429,3.81,1.0383000373840332
Control,1006867,5.0,0.0
Control,5409543,0.0,0.0
Target,4036576,77.0,9.873799920082092
Target,7428321,299.73,23.36909974971786
Control,6545084,0.0,0.0
Control,4150475,0.0,0.0
Target,5346463,337.37,60.102000057697296
Target,573971,144.8,15.02970004081726
Target,1654288,0.0,0.0
Target,2007638,10.0,2.8724000453948975
Target,2603208,642.5,58.40679883956909
Control,3692243,0.0,0.0
Control,4644189,25.0,8.228099822998047
Control,2817015,0.0,0.0
Target,2265061,171.0,24.786999970674515
Target,3826656,0.0,0.0
Control,5102270,0.0,0.0
Control,2269902,10.0002,-0.0181000009179115
Control,7481938,36.0,14.991499662399292
Target,5246976,25.0002,-18.651599884033203
Control,5177290,300.0,-23.37160038948059
Target,3448631,0.0,0.0
Target,3921106,0.0,0.0
Target,390124,91.0,16.667899851454422
Control,8389199,102.52,12.68450004979968
Target,1154265,300.73,58.23300005309284
Target,344972,0.0,0.0
Target,4301340,30.0,2.408800035715103
Target,4924071,223.23,31.594000251963735
Target,1775598,20.0,3.9621999263763423
Control,2270124,1595.53,124.10950049757956
Control,8670167,52.58,6.211600036825985
Control,5376148,30.0,7.441399931907654
Control,1745298,0.0,0.0
Control,4659483,0.0,0.0
Target,6667861,299.9998,28.249801635742188
Control,335231,0.0,0.0
Control,7420310,0.0,0.0
Target,1572159,272.5,88.91759848594666
Target,5025045,0.0,0.0
Control,5388244,150.0,9.667500376701357
Target,4054656,7.0,1.4988000392913818
Control,1703333,45.0,-2.6540000438690186
Control,4791288,0.0,0.0
Control,3507422,0.0,0.0
Control,7474907,191.5003,34.45479995012283
Target,4481343,205.96,34.95839989185333
Target,5068763,0.0,0.0
Target,3736542,33.7,4.382900003343821
Control,5474695,0.0,0.0
Target,8444188,78.0,10.736099779605864
Control,1239706,30.0,10.730499982833862
Control,7579409,189.2,-64.76490259170532
Target,3397387,10.0,4.002200126647949
Target,3704107,147.0,20.55900013446808
Control,1462956,0.0,0.0
Target,2848169,0.0,0.0
Control,4260904,0.0,0.0
Control,5352492,25.5,-0.1879000067710876
Target,2839092,0.0,0.0
Control,3919116,0.0,0.0
Target,4338227,159.9999,25.88099956512451
Target,2102495,13.59,4.034099906682968
Control,4830585,0.0,0.0
Control,992747,65.0,8.560399955138564
Target,172673,0.0,0.0
Control,495819,164.8,23.90960013866425
Control,424127,0.0,0.0
Target,5432030,231.28,0.0
Target,8115018,6.0,0.9120000004768372
Control,3568325,211.98,25.207699462771416
Control,5356303,0.0,0.0
Control,6866953,0.0,0.0
Target,6639408,16.75,3.7627999545075
Control,3530966,39.92,10.320599794387816
Control,5025199,189.7698,26.32519998308271
Target,7256628,0.0,0.0
Target,7738457,0.0,0.0
Target,3325669,0.0,0.0
Target,4930979,0.0,0.0
Control,6988231,100.0,2.688100099563598
Control,4132952,659.9,22.633300080895424
Control,2244922,41.0002,10.85099981725216
Control,3188988,1575.9,158.9277008920908
Target,536734,405.4201,53.24349945783615
Target,826881,84.9994,19.164100170135494
Target,2276470,10.0002,1.6615999937057495
Control,608172,8.0,4.438999891281128
Target,2102945,0.0,0.0
Target,5353197,95.0004,12.031299591064451
Control,2237208,154.84,22.971900686621662
Control,5319555,0.0,0.0
Target,8777464,0.0,0.0
Control,5283660,0.0,0.0
Control,8011786,150.0,48.63520002365112
Target,1768479,166.0,23.17659942060709
Target,3867149,0.0,0.0
Control,1678613,0.0,0.0
Target,4198751,0.0,0.0
Control,6957829,70.0,2.1420000046491623
Target,2501595,0.0,0.0
Control,5378892,428.32,-8.688499666750431
Target,3873283,30.0,8.496999979019165
Target,5498994,0.0,0.0
Target,3016662,504.0,20.207200050354004
Target,5215433,75.0004,-6.9051995277404785
Target,5561139,0.0,0.0
Control,8170069,23.4006,4.137299980968237
Target,2768424,0.0,0.0
Control,1863631,0.0,0.0
Target,5345949,0.0,0.0
Target,3838656,0.0,0.0
Target,5885862,100.0002,16.116500854492188
Control,4405809,90.0,10.933300033211708
Target,5343900,253.3999,50.68599974364042
Control,5313966,0.0,0.0
Control,3515005,0.0,0.0
Target,7902208,27.0,6.653600037097931
Target,5416875,0.0,0.0
Target,5042544,0.0,0.0
Target,3024348,100.0,-11.188199996948242
Target,5423135,392.5101,25.13610001746565
Control,6840222,471.53,74.15609902143478
Control,3743975,29.9988,7.07039999961853
Target,4946752,0.0,0.0
Target,230728,0.0,0.0
Control,1623233,125.0003,50.50779980421066
Control,5152131,170.0002,7.117999792098999
Control,1439076,0.0,0.0
Control,2125595,1854.0,286.4211969971657
Control,3186874,20.0,-1.7864999771118164
Control,2777141,136.4,17.18599995970726
Control,2487942,520.2994,-45.15480114147067
Control,2892730,0.0,0.0
Target,5448714,140.0009,64.41570138931274
Target,2598069,50.0,10.031299591064451
Control,5345751,0.0,0.0
Control,4508955,0.0,0.0
Control,3371395,0.0,0.0
Control,5357104,39.99,1.4560000002384186
Target,7937046,86.68,8.309700071811676
Control,1411975,0.0,0.0
Control,7739839,20.0,3.183199882507324
Control,837805,647.71,-9.101698465645311
Target,5311385,0.0,0.0
Target,1819170,0.0,0.0
Target,461022,149.9602,22.207700055092573
Target,3670044,124.9998,-16.29720115661621
Target,8455418,25.0,9.405700206756592
Control,5067582,89.8,5.323600068688393
Control,4775137,142.3502,34.373899102211
Control,5357126,178.78,20.12589988764375
Target,8102343,0.0,0.0
Control,5424691,337.0,33.89570006728172
Target,1422973,37.9698,10.960600018501282
Target,1551292,0.0,0.0
Target,4469283,0.0,0.0
Control,8117467,0.0,0.0
Control,6503975,0.0,0.0
Control,5414502,65.38,10.14369978546165
Control,6925168,104.47,21.53510008752346
Control,5025714,1368.9497,142.1665008990094
Target,2254198,50.0,24.806900024414062
Control,1861953,0.0,0.0
Target,4765269,0.0,0.0
Target,5113392,0.0,0.0
Control,6412240,181.6002,15.38009960949421
Control,2835309,0.0,0.0
Control,1150045,15.0,3.8492000102996826
Control,7893182,0.0,0.0
Control,7911815,128.6,25.00579971075058
Target,1720830,0.0,0.0
Control,1568545,73.0,15.924400180578232
Target,6546190,0.0,0.0
Control,3674110,0.0,0.0
Control,1035719,100.0,25.908100128173828
Target,6401877,3.75,0.6853000000119209
Control,5126872,25.0,3.717299938201904
Target,5388235,644.6,84.24350309371948
Control,6474048,380.0,-4.1639999696053565
Control,2081928,0.0,0.0
Target,8297694,0.0,0.0
Target,2185418,121.98,-20.002399921417236
Control,4908897,29.84,-0.6661001108586788
Control,1785610,0.0,0.0
Target,4138944,0.0,0.0
Target,5341065,0.0,0.0
Control,843832,0.0,0.0
Target,4039419,10.0,3.519800007343292
Control,6536956,0.0,0.0
Target,1476292,0.0,0.0
Control,3698868,25.0,5.753799915313721
Target,5035114,184.96,-50.07669869065285
Target,4605946,0.0,0.0
Target,3732814,700.0,-39.488799929618835
Control,1563058,10.0,1.479699969291687
Target,4787203,0.0,0.0
Control,2081083,15.0,1.7978999614715576
Target,5345690,0.0,0.0
Control,165123,0.0,0.0
Target,3679447,0.0,0.0
Target,2084683,27.5,6.167899906635284
Target,5404148,31.4109,7.694099979475141
Control,6416620,15.0,0.550000011920929
Control,7744293,0.0,0.0
Target,6412740,0.0,0.0
Control,2702177,0.0,0.0
Target,8587961,306.9,45.28709994256496
Target,4390055,0.0,0.0
Control,1660811,0.0,0.0
Control,7844344,252.0,25.317500084638596
Control,5124213,394.5101,23.603899613022804
Target,5384329,0.0,0.0
Target,3700074,0.0,0.0
Control,272660,0.0,0.0
Target,7477842,50.02,0.0
Target,7080494,0.0,0.0
Target,231003,0.0,0.0
Control,3011305,370.0,39.71269965171814
Control,4519184,0.0,0.0
Target,5031171,525.4595,85.50650042295456
Target,4369355,106.92,17.95910020865267
Control,4991282,569.4898,55.228899240493774
Control,5348005,0.0,0.0
Control,8709245,0.0,0.0
Control,5354372,1248.6998,125.8034995943308
Target,8201487,669.93,87.72190000861883
Control,3518800,0.0,0.0
Target,4355614,0.0,0.0
Control,1335518,0.0,0.0
Control,2142063,0.0,0.0
Target,7465159,32.8501,18.58270013332367
Target,2362976,120.0,16.98210036754608
Target,1646595,70.0,13.99999988079071
Target,8730212,0.0,0.0
Control,4679286,0.0,0.0
Target,7037335,15.18,1.7559000253677368
Control,3682459,0.0,0.0
Control,2184636,0.0,0.0
Control,1434293,0.0,0.0
Target,3555852,82.78,15.374399989843369
Target,5026160,0.0,0.0
Control,334236,86.0,9.82550013065338
Target,7184759,30.9502,4.750000046566129
Target,526066,0.0,0.0
Target,3078895,0.0,0.0
Target,3207487,0.0,0.0
Target,5034579,0.0,0.0
Target,2338967,120.0002,-20.691399097442627
Target,4444651,0.0,0.0
Target,5024155,0.0,0.0
Target,3293854,19.9994,6.22189998626709
Control,880837,0.0,0.0
Target,5220384,4.9999,1.4900000095367432
Target,3114981,50.0,11.868200302124023
Control,4178825,25.0,8.493000030517578
Control,6271990,0.0,0.0
Control,4646339,0.0,0.0
Control,5033703,0.0,0.0
Control,770718,0.0,0.0
Control,3838953,0.0,0.0
Target,2891389,0.0,0.0
Control,2735807,25.94,0.0
Control,5264565,20.0,4.970199942588806
Control,3174535,0.0,0.0
Control,4807587,0.0,0.0
Control,372324,0.0,0.0
Target,2593988,0.0,0.0
Target,5025255,0.0,0.0
Target,5367452,0.0,0.0
Control,4192302,0.0,0.0
Target,3002904,46.2564,4.805000111460686
Target,4444802,162.7799,2.992099925875664
Control,6565421,85.0,20.86070017144084
Target,7494370,199.9999,-17.6910999417305
Control,8654781,0.0,0.0
Target,417579,0.0,0.0
Target,1868163,91.88,13.830799989402294
Control,1378176,200.0,14.118599891662598
Target,1685396,76.67,9.092100203037262
Control,5372274,25.73,3.020699992775917
Target,4525741,39.9996,8.365400314331055
Control,3931173,0.0,0.0
Control,3069240,0.0,0.0
Control,5097534,5473.18,396.48920008540154
Target,6947023,110.05,4.956900075078011
Control,4669003,99.9999,11.946399688720703
Control,563033,0.0,0.0
Control,4008731,1173.04,49.88460052013397
Target,2193037,0.0,0.0
Control,544547,5.0,0.8732000142335892
Target,2175418,0.0,0.0
Target,3989289,0.0,0.0
Target,4763778,50.0,14.187100410461426
Control,3944643,0.0,0.0
Control,1902120,0.0,0.0
Control,5374791,0.0,0.0
Control,2204638,190.8998,46.51200012117624
Target,1719561,0.0,0.0
Target,1067616,50.0,6.1828999519348145
Control,7930752,0.0,0.0
Target,5459798,318.58,23.11249989271164
Control,3881763,257.5,7.346199825406075
Target,2523802,0.0,0.0
Target,7707540,0.0,0.0
Control,1236701,20.0,3.1553999185562134
Control,1735378,0.0,0.0
Target,4428500,0.0,0.0
Control,1870618,24.4,4.119999971240759
Control,4818281,0.0,0.0
Target,2620267,0.0,0.0
Target,5378528,0.0,0.0
Control,3374196,20.0,4.989500015974045
Target,4941416,0.0,0.0
Target,6071364,166.0,7.643900319933891
Target,5372177,0.0,0.0
Target,2342441,1346.5,0.0
Control,5363312,726.94,-28.382798708975315
Target,1439712,201.96,25.8115995824337
Target,764095,765.0001,51.59999892115593
Target,7208882,0.0,0.0
Control,2881830,9.9999,-3.035099983215332
Control,1285419,0.0,0.0
Target,6807247,0.0,0.0
Target,2231211,0.0,0.0
Target,1472900,745.62,96.0117998123169
Target,5349940,164.88,33.17070007324219
Target,5416010,368.68,94.88109978102148
Target,7067239,99.41,20.26010036468506
Control,6422853,100.0,-24.401800632476807
Control,6463652,0.0,0.0
Target,4509780,0.0,0.0
Control,3048769,314.5,5.759000182151794
Target,6956874,0.0,0.0
Control,6839826,3.0,1.8487000465393064
Control,2892925,137.0501,17.754600390791893
Control,8380584,0.0,0.0
Target,5352025,0.0,0.0
Target,802507,50.0,5.0528998374938965
Control,3312559,26.5,3.465500060468912
Target,5374290,0.0,0.0
Control,4539465,0.0,0.0
Control,3569915,177.24,8.897400444140658
Target,3607121,150.0,57.925498962402344
Target,1624950,19.92,3.3287999629974365
Target,5088837,180.37,16.75090029835701
Target,6555975,0.0,0.0
Target,768777,39.9999,1.3389999866485596
Control,5371141,133.9999,22.9660996645689
Target,2045954,0.0,0.0
Target,2670480,1367.34,211.37510173022747
Control,3964353,152.0,20.78789994958788
Control,3507422,0.0,0.0
Target,4907120,0.0,0.0
Control,2093071,157.21,24.0803999081254
Target,2700440,110.0001,6.819199919700623
Control,330437,0.0,0.0
Target,3116952,0.0,0.0
Target,456960,30.0,9.467999696731567
Control,3705372,30.0,4.711000042036176
Target,7163347,333.4074,54.06690004351549
Target,3008211,7.5,1.3133999847341329
Control,2218619,643.0002,176.54939955472946
Target,4877623,0.0,0.0
Target,5362153,0.0,0.0
Control,3066275,0.0,0.0
Target,4546333,0.0,0.0
Target,5479459,117.5399,14.799999982118608
Target,2092704,0.0,0.0
Target,1371722,103.84,-2.2600000500679016
Target,1667809,353.0,22.019699662923813
Control,4165571,0.0,0.0
Target,2254334,200.0,70.82939910888672
Target,3341571,0.0,0.0
Target,3892995,0.0,0.0
Target,3891101,354.91,19.603600312024355
Control,6497379,0.0,0.0
Target,3493342,7.62,1.2381000369787216
Control,3653222,13.0,4.604300022125244
Target,2670532,38.2,10.143500089645386
Target,5248713,84.0,9.163599863648416
Control,4022777,0.0,0.0
Target,6429530,0.0,0.0
Control,5057493,0.0,0.0
Control,3845914,0.0,0.0
Target,3023393,0.0,0.0
Target,5394669,0.0,0.0
Target,2350845,0.0,0.0
Control,8541733,266.96,12.46840025484562
Target,5350566,114.9997,39.98590040206909
Control,429991,1466.206,191.08120092749596
Target,7680951,180.0,40.280900090932846
Target,4484227,108.3,16.586400032043457
Control,6840222,378.48,51.81170029565692
Control,1878412,0.0,0.0
Target,6582712,0.0,0.0
Control,3171066,0.0,0.0
Target,1816003,61.25,14.32750004529953
Target,7642783,30.0004,8.383000135421753
Target,4933129,0.0,0.0
Target,3841606,0.0,0.0
Target,7228162,90.0,24.832900166511536
Control,8258512,0.0,0.0
Target,1858319,0.0,0.0
Control,885050,46.0,6.503799955360591
Control,5359809,0.0,0.0
Target,4548291,280.0,35.550600089132786
Target,4467666,0.0,0.0
Control,320515,451.6901,35.09440009482205
Control,2003293,0.0,0.0
Control,1384563,85.0,18.647300004959103
Control,2204339,450.0002,-25.392702102661133
Control,4079304,250.0,30.33420044183731
Target,7817958,0.0,0.0
Target,2593788,0.0,0.0
Control,2305643,0.0,0.0
Control,6497893,0.0,0.0
Control,4642871,0.0,0.0
Target,4215461,0.0,0.0
Control,4365319,0.0,0.0
Target,2117148,0.0,0.0
Target,2086206,723.0,58.43009997904301
Control,7721307,483.22,98.45399971911684
Target,6547599,0.0,0.0
Control,2295284,0.0,0.0
Target,3740164,0.0,0.0
Control,5354918,120.0001,20.964498817920685
Control,5076665,0.0,0.0
Target,7072697,0.0,0.0
Control,815154,0.0,0.0
Control,6410345,0.0,0.0
Target,5118907,5.0,0.3704999983310699
Target,8551228,0.0,0.0
Target,6942135,54.2701,8.960400100797415
Target,7187065,118.0,21.831399969756603
Control,2010245,60.0,18.996399879455566
Target,5343519,0.0,0.0
Control,5376612,0.0,0.0
Target,6795874,162.19,20.38040018826723
Control,6827188,8.1665,-2.0153999477624893
Control,2931368,150.6668,31.82419970165938
Control,4034723,0.0,0.0
Control,5086225,45.0003,12.40119981765747
Target,924743,10.0,2.8789000511169434
Target,5515672,25.0,0.0
Target,2288347,608.6,-29.680298566818237
Control,3187372,0.0,0.0
Target,5394669,0.0,0.0
Target,3901222,0.0,0.0
Control,8538308,0.0,0.0
Control,3464460,0.0,0.0
Control,8757000,0.0,0.0
Target,4652731,21.0,0.5964000225067139
Target,713764,0.0,0.0
Target,3899231,0.0,0.0
Control,2563106,0.0,0.0
Control,1655850,713.34,52.859099715948105
Control,3036712,0.0,0.0
Control,8707926,0.0,0.0
Control,7631449,0.0,0.0
Target,6475176,30.0,2.187000036239624
Control,4074228,0.0,0.0
Target,7725363,0.0,0.0
Control,7404012,0.0,0.0
Target,2482058,65.0,9.93030008673668
Target,8193620,459.6309,0.0
Target,2460569,0.0,0.0
Target,5224265,174.9997,32.485498905181885
Control,7738771,0.0,0.0
Target,5258333,50.0,7.579200036823749
Control,1852449,0.0,0.0
Target,4591321,800.0001,49.84640198945999
Control,2258312,2.0,0.6704999804496765
Target,718786,0.0,0.0
Target,7556085,0.0,0.0
Control,5349558,29.9995,5.157700151205063
Target,3848202,0.0,0.0
Control,1582099,177.8,16.372900009155273
Target,5393297,35.0,10.83519983291626
Target,4704042,99.9999,26.244601011276245
Target,5169623,95.4399,7.211800336837768
Target,1238614,23.02,-7.239999651908875
Control,1703226,65.0003,17.213500499725342
Target,4973123,0.0,0.0
Target,5340035,10.0,2.096400022506714
Target,3494922,0.0,0.0
Control,2093750,95.0,35.06990025192499
Target,5270171,499.0001,90.14009974896908
Target,1520685,0.0,0.0
Target,4968273,0.0,0.0
Control,1533302,0.0,0.0
Target,4958033,0.0,0.0
Target,7064645,377.93,4.415799845010042
Target,1019423,150.0001,53.387901306152344
Control,3365357,178.0,33.84379959106445
Control,5345646,1.875,-0.9246000051498412
Target,4428172,30.0,-5.072700023651123
Control,4671165,0.0,0.0
Target,4007002,0.0,0.0
Control,4930274,49.9998,9.135400295257568
Control,2068281,15.0,2.4175999462604523
Control,7741990,238.98,33.7033003307879
Target,1243962,25.0,9.018799781799316
Control,2048526,0.0,0.0
Control,5268977,36.9,7.116100028419169
Target,5330556,50.0,-25.290000915527344
Control,4561872,176.0,12.927000015974045
Target,6871140,0.0,0.0
Control,4000446,82.34,13.975099980831146
Control,4664289,25.96,3.1747000962495804
Control,685548,687.72,50.58649969100952
Target,2324428,0.0,0.0
Target,7618281,0.0,0.0
Control,3892407,0.0,0.0
Control,1428851,50.0,16.095800161361694
Target,5254760,0.0,0.0
Target,4223207,21.0,2.83270001411438
Control,483169,81.4599,14.253000110387802
Control,3087607,0.0,0.0
Target,5059030,0.0,0.0
Control,107884,0.0,0.0
Target,3944895,67.0,5.92849987745285
Target,5361765,0.0,0.0
Target,5171947,214.5198,35.52890010923147
Target,2044771,0.0,0.0
Control,7772112,0.0,0.0
Control,4344524,0.0,0.0
Target,5885862,0.0,0.0
Target,1375074,66.3,14.284299939870834
Target,2148261,0.0,0.0
Control,852520,199.55,10.59649996459484
Target,3506202,0.0,0.0
Target,2564548,0.0,0.0
Target,2526147,0.0,0.0
Target,8153045,0.0,0.0
Control,855062,100.0001,36.22409915924072
Control,4919101,0.0,0.0
Control,7755413,0.0,0.0
Target,8664569,0.0,0.0
Control,8209867,0.0,0.0
Control,5363538,350.0001,-55.15429878234863
Target,6563037,126.5804,11.456900030374529
Control,287872,0.0,0.0
Target,7446585,0.0,0.0
Control,4730316,10.0,1.3231000304222107
Target,1143882,0.0,0.0
Target,4337553,0.0,0.0
Target,5393297,0.0,0.0
Control,1263417,0.0,0.0
Control,2721163,286.5,29.05399948358536
Target,7059458,10.0,4.971199989318848
Target,5516769,797.5,45.837199967354536
Target,5055470,0.0,0.0
Control,7815379,385.0,87.22840011119843
Target,7109628,0.0,0.0
Target,4651895,225.9999,38.01169991493225
Control,4101950,0.0,0.0
Control,5056589,50.0,13.838300108909609
Target,1723757,125.0,28.40870046615601
Control,3714694,120.0,0.0
Control,7692865,230.0003,19.64399991184473
Target,4130285,100.0,2.6442002058029175
Control,5150988,0.0,0.0
Target,1200856,0.0,0.0
Target,2265316,697.4994,59.832399738021195
Target,5021030,14.0,2.1715999841690063
Control,304783,280.0,8.538001537322998
Target,5154916,0.0,0.0
Control,4136976,66.96,2.42720003426075
Control,6464370,0.0,0.0
Control,3550285,32.2505,-0.4876000210642814
Control,7931055,0.0,0.0
Control,2142063,0.0,0.0
Control,2059614,0.0,0.0
Target,8464912,0.0,0.0
Control,2791746,40.0,4.4024999141693115
Control,6442338,0.0,0.0
Target,2647980,230.5,19.583300068974495
Target,3953856,10.0,5.202600002288818
Control,6901744,0.0,0.0
Target,6847197,0.0,0.0
Target,5437632,0.0,0.0
Control,5378038,525.0,74.46310043334961
Target,7330717,0.0,0.0
Target,5400770,0.0,0.0
Control,4482525,100.0005,-24.575500011444092
Target,4736648,150.0001,-11.855100631713867
Target,5443044,5.0,2.1893999576568604
Target,5177623,0.0,0.0
Control,5461332,0.0,0.0
Target,6847197,0.0,0.0
Control,5313042,0.0,0.0
Target,5394669,0.0,0.0
Target,1122030,861.5001,86.5130026936531
Target,2025796,180.0,10.575298875570295
Control,7558398,2500.0,0.0
Target,2374454,0.0,0.0
Target,7297073,32.6499,2.763200044631958
Control,5416599,8.0001,3.331199884414673
Control,1492680,150.0,45.256500244140625
Target,519757,0.0,0.0
Control,5246635,150.92,-7.040100857615471
Control,2191337,0.0,0.0
Target,7501905,10.0002,2.3835999965667725
Target,5247152,644.85,112.0494995638728
Control,6403788,10.0,-1.3287999629974363
Target,4282971,940.0603,-21.88760386541253
Target,5144335,572.5,71.96579979360104
Target,8450010,85.42,7.522800162434578
Target,7350131,220.0,112.77899891138075
Control,2877645,742.5196,52.13549953699112
Control,5467465,0.0,0.0
Target,5362262,0.0,0.0
Control,3163281,84.9992,17.521299957297742
Control,500396,304.0,-6.587701201438904
Target,2826557,0.0,0.0
Target,3227777,383.1692,44.55540034174919
Target,8231810,0.0,0.0
Target,2335184,0.0,0.0
Control,5126474,723.0,67.55040005035698
Target,7925977,0.0,0.0
Target,4635036,1374.9998,418.0801935195923
Target,561039,997.0997,-20.94579952210188
Target,3363937,0.0,0.0
Target,1611197,0.0,0.0
Target,2074328,153.85,19.00139987654984
Control,2794838,37.9999,10.424099951982498
Target,2830518,113.09,20.75620013102889
Target,5079116,735.0,119.24820018187164
Target,4973567,0.0,0.0
Control,3083059,105.0,-7.187799692153931
Control,5393415,0.0,0.0
Target,1417962,0.0,0.0
Control,2471357,164.1099,-9.636200070381165
Control,6835330,0.0,0.0
Control,7900205,22.47,4.229999974370003
Control,4079949,34.54,11.08019995689392
Target,2019178,47.0007,10.90559995174408
Control,5396501,0.0,0.0
Control,2327399,109.9803,-44.257200598716736
Target,8746171,317.33,46.557600289583206
Control,1235275,769.25,83.42459872364998
Target,5257751,0.0,0.0
Target,8729011,152.75,27.34819984436035
Control,1768318,25.0,5.827400207519531
Target,5397674,0.0,0.0
Control,8645175,0.0,0.0
Control,283854,0.0,0.0
Target,5356667,0.0,0.0
Target,7891875,55.64,9.46529996395111
Control,3084300,0.0,0.0
Control,8653340,424.0,33.764500357210636
Target,3065993,37.4,6.864700078964233
Target,4939477,0.0,0.0
Target,8300795,994.5,79.51250022649765
Target,1515215,0.0,0.0
Control,992031,0.0,0.0
Target,4731748,0.0,0.0
Target,6439830,9.2988,5.862999975681305
Control,1662436,365.0004,12.558599650859833
Control,7363673,0.0,0.0
Control,8216480,0.0,0.0
Target,1002549,191.0,13.233399212360382
Target,1523428,0.0,0.0
Control,5034842,13.0001,8.180099964141846
Target,6862588,58.0,8.272400019690394
Target,6945084,685.5404,85.67919945716858
Target,5426551,0.0,0.0
Target,2875261,134.38,0.0
Target,3684383,722.6,38.68349885940552
Control,4672261,0.0,0.0
Target,1257928,0.0,0.0
Control,5364770,11.0,0.9294999837875366
Control,1363021,250.0,56.48289966583252
Target,2565658,0.0,0.0
Target,5170936,244.6,40.77690005302429
Target,320683,0.0,0.0
Control,5386868,136.0,3.3313000798225403
Control,5349651,0.0,0.0
Target,6432798,120.0,5.824400186538696
Target,1653616,80.0397,14.719700008630753
Target,3216769,0.0,0.0
Target,5377588,0.0,0.0
Control,2115464,0.0,0.0
Control,7122153,0.0,0.0
Control,8144384,181.6009,20.638800121843815
Control,6602550,40.0,4.404399871826172
Control,8144384,248.71,15.550999969244003
Control,5399737,51.9998,-10.2891004383564
Target,4161142,112.07,18.88009975850582
Target,1610300,0.0,0.0
Target,6794907,309.28,54.307700008153915
Control,8246537,0.0,0.0
Control,7409569,0.0,0.0
Control,2021785,30.0,3.1175000220537186
Target,4858296,0.0,0.0
Target,5106985,146.7999,-27.36039984598756
Target,5076464,86.0,-6.373800039291382
Target,5349946,36.8602,3.3854999393224716
Target,7973554,145.56,14.53519980609417
Control,7300435,0.0,0.0
Control,8181564,80.0,-4.434599995613098
Control,2352920,0.0,0.0
Control,2022354,221.9,31.240299616008997
Control,2730772,30.0,1.0117999911308289
Target,7199088,40.7143,3.5383000103756785
Target,5365189,122.0399,26.111099779605865
Control,5340214,182.72,34.81859968602657
Control,6798713,0.0,0.0
Control,1707236,0.0,0.0
Target,8233659,99.9998,43.072601318359375
Control,3044401,39.9995,6.916699856519699
Target,1804141,1216.9998,125.53429937362672
Control,3552560,0.0,0.0
Target,3159643,367.2,66.30969974398613
Target,5365736,0.0,0.0
Control,4240754,0.0,0.0
Target,3187877,116.2012,0.0
Target,5110803,384.7099,67.78749990463257
Target,544001,0.0,0.0
Control,5365848,1007.8,0.0
Target,5197674,387.03,52.704099677728664
Target,4641141,315.95,-1.1803998947143557
Target,1428031,50.0,-9.754599571228027
Control,8190839,0.0,0.0
Control,3773265,0.0,0.0
Target,5362345,0.0,0.0
Control,1694662,20.0001,2.06469988822937
Control,6971648,89.9997,22.122000217437744
Control,3617138,65.0,6.732499837875366
Target,5065407,137.97,18.799600034952164
Target,6437716,45.0005,10.678600072860718
Target,7353518,0.0,0.0
Target,1025670,65.0,-23.375699877738953
Control,3481096,0.0,0.0
Control,3805048,177.66,21.02500046789646
Target,4435216,827.76,87.69030033051968
Control,6634731,0.0,0.0
Control,8691162,0.0,0.0
Control,2309567,0.0,0.0
Control,1769724,10.0002,0.0
Target,5369954,146.0,15.478799955919383
Control,5453264,165.0,23.22729967907071
Target,7589760,140.03,16.459900207351893
Target,5314462,0.0,0.0
Target,3521917,114.6667,8.19929975271225
Control,3789548,50.01,19.280500411987305
Control,4963721,10.0,4.998199976980686
Target,4984573,0.0,0.0
Control,5193627,23.0,-3.0073001235723495
Target,3884777,869.15,-9.21069897338748
Target,1801168,66.5396,-0.1210002303123474
Control,1097419,0.0,0.0
Control,5349856,0.0,0.0
Target,3823801,878.9006,110.83130177855492
Target,354832,20.0,4.757900089025497
Control,1331674,493.6501,28.198200911283493
Target,4335229,0.0,0.0
Control,3856194,0.0,0.0
Control,399732,0.0,0.0
Control,6484552,30.0,10.461299896240234
Target,1460325,0.0,0.0
Control,6608487,0.0,0.0
